file,cls,px,inside,around,contrast,weber,ring_px
100_1.png,SRF,5401,100.15904235839844,134.8835906982422,-34.72454833984375,-0.25744086556480056,6692
100_1.png,IRF,310,59.09354782104492,114.5819320678711,-55.48838424682617,-0.48426818474275996,952
100_1.png,IRF,377,49.745357513427734,101.97518920898438,-52.22983169555664,-0.5121817581384297,927
100_1.png,IRF,123,55.88617706298828,97.96802520751953,-42.08184814453125,-0.4295467633995062,688
100_1.png,IRF,103,43.1456298828125,97.64649963378906,-54.50086975097656,-0.5581446335032514,529
100_1.png,IRF,79,57.18987274169922,88.31159210205078,-31.121719360351562,-0.3524080884465093,414
100_1.png,IRF,137,55.99270248413086,97.1771240234375,-41.18442153930664,-0.42380778350029835,542
100_1.png,IRF,567,45.61552047729492,105.62371826171875,-60.00819778442383,-0.568131843604796,1071
100_1.png,IRF,27,50.814815521240234,99.46884155273438,-48.65402603149414,-0.48913836003307365,337
100_1.png,IRF,134,59.61940383911133,102.58599090576172,-42.96658706665039,-0.41883483979913655,628
100_1.png,IRF,232,44.068965911865234,90.36915588378906,-46.30018997192383,-0.5123450531225934,791
100_1.png,IRF,225,58.351112365722656,91.86141204833984,-33.51029968261719,-0.36479190701949155,736
100_1.png,IRF,20,49.349998474121094,96.12090301513672,-46.770904541015625,-0.486584115149754,397
100_1.png,IRF,94,53.585105895996094,104.50401306152344,-50.918907165527344,-0.4872435581545605,623
100_1.png,IRF,70,43.128570556640625,103.59500885009766,-60.46643829345703,-0.5836809993515438,521
100_1.png,IRF,65,56.0,111.4857177734375,-55.4857177734375,-0.4976935062318582,525
100_1.png,IRF,87,69.5862045288086,102.71183776855469,-33.125633239746094,-0.3225103742607508,583
100_1.png,PED,25,128.55999755859375,145.89854431152344,-17.338546752929688,-0.11883975151875621,276
100_10.png,SRF,7646,99.39484405517578,138.43394470214844,-39.039100646972656,-0.2820052605664627,7676
100_10.png,IRF,756,43.33333206176758,84.56127166748047,-41.22793960571289,-0.4875510832882593,1224
100_10.png,IRF,1889,41.46320724487305,95.85692596435547,-54.39371871948242,-0.5674469337740791,1943
100_10.png,IRF,3507,41.63587188720703,100.46727752685547,-58.83140563964844,-0.5855777830142005,3621
100_10.png,IRF,155,77.651611328125,107.15834045410156,-29.506729125976562,-0.27535634651429663,821
100_10.png,IRF,140,57.514286041259766,114.78276824951172,-57.26848220825195,-0.4989292650945938,557
100_10.png,IRF,201,58.35820770263672,107.04044342041016,-48.68223571777344,-0.4548022612964144,717
100_10.png,IRF,58,59.344825744628906,100.88597869873047,-41.54115295410156,-0.4117633935846856,535
100_10.png,IRF,148,42.06756591796875,103.11034393310547,-61.04277801513672,-0.5920141053427116,435
100_10.png,IRF,190,45.342105865478516,85.16949462890625,-39.827388763427734,-0.46762504505821556,767
100_10.png,PED,12,138.4166717529297,141.21490478515625,-2.7982330322265625,-0.019815422716771874,349
100_11.png,SRF,7907,101.4953842163086,144.59352111816406,-43.09813690185547,-0.2980640942178523,8266
100_11.png,IRF,138,48.840579986572266,124.44589233398438,-75.60531234741211,-0.6075356199343623,536
100_11.png,IRF,85,55.023529052734375,110.32740783691406,-55.30387878417969,-0.5012705352955438,394
100_11.png,IRF,998,42.20641326904297,89.44570922851562,-47.239295959472656,-0.5281337290175189,1667
100_11.png,IRF,1578,42.148921966552734,96.4399185180664,-54.29099655151367,-0.5629514975310059,1448
100_11.png,IRF,1985,41.428714752197266,104.30291748046875,-62.874202728271484,-0.6028038740147896,1578
100_11.png,IRF,2492,40.14606857299805,106.07990264892578,-65.93383407592773,-0.6215487800185628,2065
100_11.png,IRF,252,58.31745910644531,111.51481628417969,-53.197357177734375,-0.4770429522312843,810
100_11.png,IRF,107,52.19626235961914,92.11803436279297,-39.92177200317383,-0.4333762903140981,610
100_11.png,PED,71,147.54930114746094,142.46653747558594,5.082763671875,0.03567689481290312,493
100_12.png,SRF,7781,100.50816345214844,144.9513702392578,-44.443206787109375,-0.3066077037681747,8061
100_12.png,IRF,101,49.821781158447266,120.99594116210938,-71.17416000366211,-0.5882359302309451,493
100_12.png,IRF,1027,44.259979248046875,92.91082763671875,-48.650848388671875,-0.5236294802893873,1570
100_12.png,IRF,6700,39.42388153076172,100.5433349609375,-61.11945343017578,-0.6078916464619116,4881
100_12.png,IRF,52,47.38461685180664,103.79779052734375,-56.41317367553711,-0.54349108385574,544
100_12.png,IRF,48,53.625,108.9512710571289,-55.326271057128906,-0.507807486046844,472
100_12.png,IRF,149,49.28187942504883,102.98941040039062,-53.7075309753418,-0.5214859543961239,661
100_12.png,IRF,270,61.84074020385742,102.50054168701172,-40.6598014831543,-0.39667889373024134,925
100_12.png,PED,84,132.7857208251953,138.6727752685547,-5.887054443359375,-0.042452849392813144,654
100_13.png,SRF,7831,102.91814422607422,147.50808715820312,-44.589942932128906,-0.3022881239338829,8032
100_13.png,IRF,34,62.088233947753906,125.16475677490234,-63.07652282714844,-0.503947951902994,437
100_13.png,IRF,1818,39.2805290222168,94.79317474365234,-55.51264572143555,-0.5856185940766041,2021
100_13.png,IRF,2593,38.39567947387695,90.65740966796875,-52.2617301940918,-0.5764749995118933,2160
100_13.png,IRF,312,49.644229888916016,95.10399627685547,-45.45976638793945,-0.47800059059140243,750
100_13.png,IRF,2283,39.71923065185547,97.33430480957031,-57.615074157714844,-0.5919297853972024,2064
100_13.png,IRF,92,57.7282600402832,114.65789794921875,-56.92963790893555,-0.4965173697336517,570
100_13.png,IRF,182,42.96154022216797,95.04849243164062,-52.086952209472656,-0.5480039806726431,598
100_13.png,IRF,436,57.426605224609375,101.0671615600586,-43.64055633544922,-0.43179758550472463,1206
100_13.png,PED,54,144.87037658691406,143.46827697753906,1.402099609375,0.009772889442273766,457
100_14.png,SRF,8014,102.47367095947266,148.5679168701172,-46.09424591064453,-0.3102570654668436,8105
100_14.png,IRF,77,68.2727279663086,127.38976287841797,-59.117034912109375,-0.4640642511324183,508
100_14.png,IRF,1924,43.33627700805664,98.61898040771484,-55.2827033996582,-0.5605685961374379,2181
100_14.png,IRF,17,78.70587921142578,120.6990737915039,-41.993194580078125,-0.34791646083894023,432
100_14.png,IRF,2235,41.161075592041016,96.21990203857422,-55.0588264465332,-0.5722186915598845,2010
100_14.png,IRF,2885,42.381282806396484,100.78677368164062,-58.40549087524414,-0.5794955899643339,2434
100_14.png,IRF,126,53.89682388305664,117.12631225585938,-63.229488372802734,-0.5398401704535832,570
100_14.png,IRF,102,61.79411697387695,112.9869384765625,-51.19282150268555,-0.45308619025290925,536
100_14.png,IRF,367,46.5940055847168,92.89498901367188,-46.30098342895508,-0.4984228312050363,838
100_14.png,IRF,415,48.3325309753418,105.64244079589844,-57.30990982055664,-0.5424894520496699,1211
100_15.png,SRF,7861,102.62803649902344,143.1192626953125,-40.49122619628906,-0.28291947173100723,7932
100_15.png,IRF,1619,41.89067459106445,93.48345184326172,-51.592777252197266,-0.5518920860849242,2296
100_15.png,IRF,1552,43.07023239135742,87.50714874267578,-44.43691635131836,-0.5078089846349572,1818
100_15.png,IRF,2828,39.55233383178711,95.42279052734375,-55.87045669555664,-0.5855043264485831,2545
100_15.png,IRF,50,63.779998779296875,116.46896362304688,-52.68896484375,-0.4523863113805875,435
100_15.png,IRF,566,45.64841079711914,94.11353302001953,-48.46512222290039,-0.5149644335697295,1101
100_15.png,IRF,471,70.4649658203125,98.62120056152344,-28.156234741210938,-0.285498803308991,1217
100_15.png,PED,44,158.93182373046875,134.31776428222656,24.614059448242188,0.18325245048393954,321
100_16.png,SRF,8127,97.82884216308594,139.7858123779297,-41.95697021484375,-0.3001518501849634,8469
100_16.png,IRF,12,57.75,91.70893096923828,-33.95893096923828,-0.3702903371606092,347
100_16.png,IRF,4551,39.14963912963867,102.15437316894531,-63.00473403930664,-0.6167600278365756,3077
100_16.png,IRF,37,59.72972869873047,98.2457275390625,-38.51599884033203,-0.39203739241503477,468
100_16.png,IRF,124,52.024192810058594,115.20858001708984,-63.18438720703125,-0.5484347363508741,513
100_16.png,IRF,176,46.181819915771484,87.02861022949219,-40.8467903137207,-0.4693489900161427,769
100_16.png,IRF,141,56.014183044433594,116.07005310058594,-60.055870056152344,-0.5174105503691647,571
100_16.png,IRF,537,43.797019958496094,102.85509490966797,-59.058074951171875,-0.5741871611030972,1118
100_16.png,IRF,28,43.71428680419922,114.59041595458984,-70.87612915039062,-0.6185170771914955,459
100_16.png,IRF,91,50.120880126953125,90.8805160522461,-40.75963592529297,-0.4484969682815264,544
